language,bpe vocab limit,num tokens,num words,tokens : word
raramuri,1000,7905,1000,7.905
raramuri,1000,8116,1000,8.116
raramuri,1000,8122,1000,8.122
raramuri,1000,8129,1000,8.129
raramuri,1000,8189,1000,8.189
raramuri,1000,8015,1000,8.015
raramuri,1000,7785,1000,7.785
raramuri,1000,8262,1000,8.262
raramuri,1000,8022,1000,8.022
raramuri,1000,8177,1000,8.177
raramuri,1000,8113,1000,8.113
raramuri,1000,7919,1000,7.919
raramuri,1000,7870,1000,7.87
raramuri,1000,8134,1000,8.134
raramuri,1000,8071,1000,8.071
raramuri,1000,7835,1000,7.835
raramuri,1000,7903,1000,7.903
raramuri,1000,7892,1000,7.892
raramuri,1000,7898,1000,7.898
raramuri,1000,8020,1000,8.02
raramuri,1000,8004,1000,8.004
raramuri,1000,7873,1000,7.873
raramuri,1000,8154,1000,8.154
raramuri,1000,8269,1000,8.269
raramuri,1000,8239,1000,8.239
raramuri,1000,7941,1000,7.941
raramuri,1000,8098,1000,8.098
raramuri,1000,8037,1000,8.037
raramuri,1000,8195,1000,8.195
raramuri,1000,7948,1000,7.948
raramuri,1000,7874,1000,7.874
raramuri,1000,7799,1000,7.799
raramuri,1000,7651,1000,7.651
raramuri,1000,7459,1000,7.459
raramuri,1000,7206,1000,7.206
raramuri,1000,7516,1000,7.516
raramuri,1000,7784,1000,7.784
raramuri,1000,7930,1000,7.93
raramuri,1000,7960,1000,7.96
raramuri,1000,7770,1000,7.77
raramuri,1000,7814,1000,7.814
raramuri,1000,7595,1000,7.595
raramuri,1000,7653,1000,7.653
raramuri,1000,7643,1000,7.643
raramuri,1000,7760,1000,7.76
raramuri,1000,7930,1000,7.93
raramuri,1000,7727,1000,7.727
raramuri,1000,7728,1000,7.728
raramuri,1000,7900,1000,7.9
raramuri,1000,7985,1000,7.985
raramuri,1000,8010,1000,8.01
raramuri,1000,7868,1000,7.868
raramuri,1000,7962,1000,7.962
raramuri,1000,7946,1000,7.946
raramuri,1000,7921,1000,7.921
raramuri,1000,8042,1000,8.042
raramuri,1000,7999,1000,7.999
raramuri,1000,7885,1000,7.885
raramuri,1000,7851,1000,7.851
raramuri,1000,7848,1000,7.848
raramuri,1000,7808,1000,7.808
raramuri,1000,7916,1000,7.916
raramuri,1000,7966,1000,7.966
raramuri,1000,7841,1000,7.841
raramuri,1000,7959,1000,7.959
raramuri,1000,7866,1000,7.866
raramuri,1000,7591,1000,7.591
raramuri,1000,7951,1000,7.951
raramuri,1000,7874,1000,7.874
raramuri,1000,7840,1000,7.84
raramuri,1000,7641,1000,7.641
raramuri,1000,7894,1000,7.894
raramuri,1000,7723,1000,7.723
raramuri,1000,8083,1000,8.083
raramuri,1000,8039,1000,8.039
raramuri,1000,8059,1000,8.059
raramuri,1000,8071,1000,8.071
raramuri,1000,8162,1000,8.162
raramuri,1000,7800,1000,7.8
raramuri,1000,8075,1000,8.075
raramuri,1000,8026,1000,8.026
raramuri,1000,7936,1000,7.936
raramuri,1000,7864,1000,7.864
raramuri,1000,7946,1000,7.946
raramuri,1000,7998,1000,7.998
raramuri,1000,8193,1000,8.193
raramuri,1000,8028,1000,8.028
raramuri,5000,7847,1000,7.847
raramuri,5000,7707,1000,7.707
raramuri,5000,7943,1000,7.943
raramuri,5000,7792,1000,7.792
raramuri,5000,7867,1000,7.867
raramuri,5000,8001,1000,8.001
raramuri,5000,7821,1000,7.821
raramuri,5000,7837,1000,7.837
raramuri,5000,7679,1000,7.679
raramuri,5000,7745,1000,7.745
raramuri,5000,7726,1000,7.726
raramuri,5000,7835,1000,7.835
raramuri,5000,7905,1000,7.905
raramuri,5000,8116,1000,8.116
raramuri,5000,8122,1000,8.122
raramuri,5000,8129,1000,8.129
raramuri,5000,8189,1000,8.189
raramuri,5000,8015,1000,8.015
raramuri,5000,7785,1000,7.785
raramuri,5000,8262,1000,8.262
raramuri,5000,8022,1000,8.022
raramuri,5000,8177,1000,8.177
raramuri,5000,8113,1000,8.113
raramuri,5000,7919,1000,7.919
raramuri,5000,7870,1000,7.87
raramuri,5000,8134,1000,8.134
raramuri,5000,8071,1000,8.071
raramuri,5000,7835,1000,7.835
raramuri,5000,7903,1000,7.903
raramuri,5000,7892,1000,7.892
raramuri,5000,7898,1000,7.898
raramuri,5000,8020,1000,8.02
raramuri,5000,8004,1000,8.004
raramuri,5000,7873,1000,7.873
raramuri,5000,8154,1000,8.154
raramuri,5000,8269,1000,8.269
raramuri,5000,8239,1000,8.239
raramuri,5000,7941,1000,7.941
raramuri,5000,8098,1000,8.098
raramuri,5000,8037,1000,8.037
raramuri,5000,8195,1000,8.195
raramuri,5000,7948,1000,7.948
raramuri,5000,7874,1000,7.874
raramuri,5000,7799,1000,7.799
raramuri,5000,7651,1000,7.651
raramuri,5000,7459,1000,7.459
raramuri,5000,7206,1000,7.206
raramuri,5000,7516,1000,7.516
raramuri,5000,7784,1000,7.784
